employee_id,first_name,last_name,dept_id,salary,age,date_of_joining,emp_manager_name,date_of_birth
751,Dory,Luis,2,20000,52,2018-11-17,Arya,1971-07-07
752,Donald,Cheng,3,30000,53,2018-10-18,Biman,1970-08-08
753,Danial,Hu,4,40000,54,2018-09-18,Shreya,1969-09-09
754,Emma,Darlin,5,50000,55,2018-08-19,Mohammad,1968-10-10
755,Ryan,Pete,6,60000,56,2018-07-20,Priyanka,1967-11-11
756,Rony,Chemjhong,7,70000,57,2018-06-20,Manoj,1966-01-12
757,Maya,Rai,8,80000,58,2018-05-21,Bhavesh,1965-01-13
758,Vhen,Chu,9,90000,59,2018-04-21,Sneha,1964-02-14
759,Barbara,Johnson,10,100000,60,2018-03-22,Himanshu,1963-03-15
760,Dana,deo,1,10000,21,2023-07-01,Aayan,2002-04-16
761,Dory,Luis,2,20000,22,2023-07-01,Arya,2001-05-17
762,Donald,Cheng,3,30000,23,2023-07-01,Biman,2000-06-18
763,Danial,Hu,4,40000,24,2023-07-01,Shreya,1999-07-19
764,Emma,Darlin,5,50000,25,2023-07-01,Mohammad,1998-08-20
765,Ryan,Pete,6,60000,26,2023-07-01,Priyanka,1997-09-21
766,Rony,Chemjhong,7,70000,27,2017-08-24,Manoj,1996-10-22
767,Maya,Rai,8,80000,28,2017-07-25,Bhavesh,1995-11-23
768,Vhen,Chu,9,90000,29,2017-06-25,Sneha,1994-01-24
769,Barbara,Johnson,10,100000,30,2017-05-26,Himanshu,1993-01-25
770,Dana,deo,1,10000,31,2017-04-26,Aayan,1992-02-26
771,Dory,Luis,2,20000,32,2017-03-27,Arya,1991-03-27
772,Donald,Cheng,3,30000,33,2017-02-25,Biman,1990-04-28
773,Danial,Hu,4,40000,34,2017-01-26,Shreya,1989-05-29
774,Emma,Darlin,5,50000,35,2016-12-27,Mohammad,1988-06-30
775,Ryan,Pete,6,60000,36,2016-11-27,Priyanka,1987-07-01
776,Rony,Chemjhong,7,70000,37,2016-10-28,Manoj,1986-08-01
777,Maya,Rai,8,80000,38,2016-09-28,Bhavesh,1985-09-02
778,Vhen,Chu,9,90000,39,2016-08-29,Sneha,1984-10-03
779,Barbara,Johnson,10,100000,40,2016-07-30,Himanshu,1983-11-04
780,Dana,deo,1,10000,41,2016-06-30,Aayan,1982-01-05
781,Dory,Luis,2,20000,42,2016-05-31,Arya,1981-01-06
782,Donald,Cheng,3,30000,43,2016-05-01,Biman,1980-02-07
783,Danial,Hu,4,40000,44,2016-04-01,Shreya,1979-03-08
784,Emma,Darlin,5,50000,45,2016-03-02,Mohammad,1978-04-09
785,Ryan,Pete,6,60000,46,2016-02-01,Priyanka,1977-05-10
786,Rony,Chemjhong,7,70000,47,2016-01-02,Manoj,1976-06-11
787,Maya,Rai,8,80000,48,2015-12-03,Bhavesh,1975-07-12
788,Vhen,Chu,9,90000,49,2015-11-03,Sneha,1974-08-13
789,Barbara,Johnson,10,100000,50,2015-10-04,Himanshu,1973-09-14
790,Dana,deo,1,10000,51,2015-09-04,Aayan,1972-10-15
791,Dory,Luis,2,20000,52,2015-08-05,Arya,1971-11-16
792,Donald,Cheng,3,30000,53,2015-07-06,Biman,1970-01-17
793,Danial,Hu,4,40000,54,2015-06-06,Shreya,1969-01-18
794,Emma,Darlin,5,50000,55,2015-05-07,Mohammad,1968-02-19
795,Ryan,Pete,6,60000,56,2015-04-07,Priyanka,1967-03-20
796,Rony,Chemjhong,7,70000,57,2015-03-08,Manoj,1966-04-21
797,Maya,Rai,8,80000,58,2015-02-06,Bhavesh,1965-05-22
798,Vhen,Chu,9,90000,59,2015-01-07,Sneha,1964-06-23
799,Barbara,Johnson,10,100000,60,2014-12-08,Himanshu,1963-07-24
800,Dana,deo,1,10000,21,2023-07-01,Aayan,2002-08-25
801,Dory,Luis,2,20000,22,2023-07-01,Arya,2001-09-26
802,Donald,Cheng,3,30000,23,2023-07-01,Biman,2000-10-27
803,Danial,Hu,4,40000,24,2023-07-01,Shreya,1999-11-28
804,Emma,Darlin,5,50000,25,2023-07-01,Mohammad,1998-01-29
805,Ryan,Pete,6,60000,26,2023-07-01,Priyanka,1997-01-30
806,Rony,Chemjhong,7,70000,27,2023-07-01,Manoj,1996-02-01
807,Maya,Rai,8,80000,28,2023-07-01,Bhavesh,1995-03-01
808,Vhen,Chu,9,90000,29,2023-07-01,Sneha,1994-04-02
809,Barbara,Johnson,10,100000,30,2014-02-11,Himanshu,1993-05-03
810,Dana,deo,1,10000,31,2014-01-12,Aayan,1992-06-04
811,Dory,Luis,2,20000,32,2013-12-13,Arya,1991-07-05
812,Donald,Cheng,3,30000,33,2013-11-13,Biman,1990-08-06
813,Danial,Hu,4,40000,34,2013-10-14,Shreya,1989-09-07
814,Emma,Darlin,5,50000,35,2013-09-14,Mohammad,1988-10-08
815,Ryan,Pete,6,60000,36,2013-08-15,Priyanka,1987-11-09
816,Rony,Chemjhong,7,70000,37,2013-07-16,Manoj,1986-01-10
817,Maya,Rai,8,80000,38,2013-06-16,Bhavesh,1985-01-11
818,Vhen,Chu,9,90000,39,2013-05-17,Sneha,1984-02-12
819,Barbara,Johnson,10,100000,40,2013-04-17,Himanshu,1983-03-13
820,Dana,deo,1,10000,41,2013-03-18,Aayan,1982-04-14
821,Dory,Luis,2,20000,42,2013-02-16,Arya,1981-05-15
822,Donald,Cheng,3,30000,43,2013-01-17,Biman,1980-06-16
823,Danial,Hu,4,40000,44,2012-12-18,Shreya,1979-07-17
824,Emma,Darlin,5,50000,45,2012-11-18,Mohammad,1978-08-18
825,Ryan,Pete,6,60000,46,2012-10-19,Priyanka,1977-09-19
826,Rony,Chemjhong,7,70000,47,2012-09-19,Manoj,1976-10-20
827,Maya,Rai,8,80000,48,2012-08-20,Bhavesh,1975-11-21
828,Vhen,Chu,9,90000,49,2012-07-21,Sneha,1974-01-22
829,Barbara,Johnson,10,100000,50,2012-06-21,Himanshu,1973-01-23
830,Dana,deo,1,10000,51,2012-05-22,Aayan,1972-02-24
831,Dory,Luis,2,20000,52,2012-04-22,Arya,1971-03-25
832,Donald,Cheng,3,30000,53,2012-03-23,Biman,1970-04-26
833,Danial,Hu,4,40000,54,2012-02-22,Shreya,1969-05-27
834,Emma,Darlin,5,50000,55,2012-01-23,Mohammad,1968-06-28
835,Ryan,Pete,6,60000,56,2011-12-24,Priyanka,1967-07-29
836,Rony,Chemjhong,7,70000,57,2011-11-24,Manoj,1966-08-30
837,Maya,Rai,8,80000,58,2011-10-25,Bhavesh,1965-09-01
838,Vhen,Chu,9,90000,59,2011-09-25,Sneha,1964-10-01
839,Barbara,Johnson,10,100000,60,2011-08-26,Himanshu,1963-11-02
840,Dana,deo,1,10000,21,2023-07-01,Aayan,2002-01-03
841,Dory,Luis,2,20000,22,2023-07-01,Arya,2001-01-04
842,Donald,Cheng,3,30000,23,2023-07-01,Biman,2000-02-05
843,Danial,Hu,4,40000,24,2023-07-01,Shreya,1999-03-06
844,Emma,Darlin,5,50000,25,2023-07-01,Mohammad,1998-04-07
845,Ryan,Pete,6,60000,26,2023-07-01,Priyanka,1997-05-08
846,Rony,Chemjhong,7,70000,27,2023-07-01,Manoj,1996-06-09
847,Maya,Rai,8,80000,28,2023-07-01,Bhavesh,1995-07-10
848,Vhen,Chu,9,90000,29,2023-07-01,Sneha,1994-08-11
849,Barbara,Johnson,10,100000,30,2023-07-01,Himanshu,1993-09-12
850,Dana,deo,1,10000,31,2023-07-01,Aayan,1992-10-13
851,Dory,Luis,2,20000,32,2023-07-01,Arya,1991-11-14
852,Donald,Cheng,3,30000,33,2023-07-01,Biman,1990-01-15
853,Danial,Hu,4,40000,34,2010-07-02,Shreya,1989-01-16
854,Emma,Darlin,5,50000,35,2010-06-02,Mohammad,1988-02-17
855,Ryan,Pete,6,60000,36,2010-05-03,Priyanka,1987-03-18
856,Rony,Chemjhong,7,70000,37,2010-04-03,Manoj,1986-04-19
857,Maya,Rai,8,80000,38,2010-03-04,Bhavesh,1985-05-20
858,Vhen,Chu,9,90000,39,2010-02-02,Sneha,1984-06-21
859,Barbara,Johnson,10,100000,40,2010-01-03,Himanshu,1983-07-22
860,Dana,deo,1,10000,41,2009-12-04,Aayan,1982-08-23
861,Dory,Luis,2,20000,42,2009-11-04,Arya,1981-09-24
862,Donald,Cheng,3,30000,43,2009-10-05,Biman,1980-10-25
863,Danial,Hu,4,40000,44,2009-09-05,Shreya,1979-11-26
864,Emma,Darlin,5,50000,45,2009-08-06,Mohammad,1978-01-27
865,Ryan,Pete,6,60000,46,2009-07-07,Priyanka,1977-01-28
866,Rony,Chemjhong,7,70000,47,2009-06-07,Manoj,1976-02-28
867,Maya,Rai,8,80000,48,2009-05-08,Bhavesh,1975-03-30
868,Vhen,Chu,9,90000,49,2009-04-08,Sneha,1974-04-01
869,Barbara,Johnson,10,100000,50,2009-03-09,Himanshu,1973-05-01
870,Dana,deo,1,10000,51,2009-02-07,Aayan,1972-06-02
871,Dory,Luis,2,20000,52,2009-01-08,Arya,1971-07-03
872,Donald,Cheng,3,30000,53,2008-12-09,Biman,1970-08-04
873,Danial,Hu,4,40000,54,2008-11-09,Shreya,1969-09-05
874,Emma,Darlin,5,50000,55,2008-10-10,Mohammad,1968-10-06
875,Ryan,Pete,6,60000,56,2008-09-10,Priyanka,1967-11-07
876,Rony,Chemjhong,7,70000,57,2008-08-11,Manoj,1966-01-08
877,Maya,Rai,8,80000,58,2008-07-12,Bhavesh,1965-01-09
878,Vhen,Chu,9,90000,59,2008-06-12,Sneha,1964-02-10
879,Barbara,Johnson,10,100000,60,2008-05-13,Himanshu,1963-03-11
880,Dana,deo,1,10000,21,2023-07-01,Aayan,2002-04-12
881,Dory,Luis,2,20000,22,2023-07-01,Arya,2001-05-13
882,Donald,Cheng,3,30000,23,2023-07-01,Biman,2000-06-14
883,Danial,Hu,4,40000,24,2023-07-01,Shreya,1999-07-15
884,Emma,Darlin,5,50000,25,2023-07-01,Mohammad,1998-08-16
885,Ryan,Pete,6,60000,26,2023-07-01,Priyanka,1997-09-17
886,Rony,Chemjhong,7,70000,27,2023-07-01,Manoj,1996-10-18
887,Maya,Rai,8,80000,28,2023-07-01,Bhavesh,1995-11-19
888,Vhen,Chu,9,90000,29,2023-07-01,Sneha,1994-01-20
889,Barbara,Johnson,10,100000,30,2023-07-01,Himanshu,1993-01-21
890,Dana,deo,1,10000,31,2023-07-01,Aayan,1992-02-22
891,Dory,Luis,2,20000,32,2023-07-01,Arya,1991-03-23
892,Donald,Cheng,3,30000,33,2023-07-01,Biman,1990-04-24
893,Danial,Hu,4,40000,34,2023-07-01,Shreya,1989-05-25
894,Emma,Darlin,5,50000,35,2023-07-01,Mohammad,1988-06-26
895,Ryan,Pete,6,60000,36,2023-07-01,Priyanka,1987-07-27
896,Rony,Chemjhong,7,70000,37,2023-07-01,Manoj,1986-08-28
897,Maya,Rai,8,80000,38,2006-11-20,Bhavesh,1985-09-29
898,Vhen,Chu,9,90000,39,2006-10-21,Sneha,1984-10-30
899,Barbara,Johnson,10,100000,40,2006-09-21,Himanshu,1983-11-01
900,Dana,deo,1,10000,41,2006-08-22,Aayan,1982-01-01
901,Dory,Luis,2,20000,42,2006-07-23,Arya,1981-01-02
902,Donald,Cheng,3,30000,43,2006-06-23,Biman,1980-02-03
903,Danial,Hu,4,40000,44,2006-05-24,Shreya,1979-03-04
904,Emma,Darlin,5,50000,45,2006-04-24,Mohammad,1978-04-05
905,Ryan,Pete,6,60000,46,2006-03-25,Priyanka,1977-05-06
906,Rony,Chemjhong,7,70000,47,2006-02-23,Manoj,1976-06-07
907,Maya,Rai,8,80000,48,2006-01-24,Bhavesh,1975-07-08
908,Vhen,Chu,9,90000,49,2005-12-25,Sneha,1974-08-09
909,Barbara,Johnson,10,100000,50,2005-11-25,Himanshu,1973-09-10
910,Dana,deo,1,10000,51,2005-10-26,Aayan,1972-10-11
911,Dory,Luis,2,20000,52,2005-09-26,Arya,1971-11-12
912,Donald,Cheng,3,30000,53,2005-08-27,Biman,1970-01-13
913,Danial,Hu,4,40000,54,2005-07-28,Shreya,1969-01-14
914,Emma,Darlin,5,50000,55,2005-06-28,Mohammad,1968-02-15
915,Ryan,Pete,6,60000,56,2005-05-29,Priyanka,1967-03-16
916,Rony,Chemjhong,7,70000,57,2005-04-29,Manoj,1966-04-17
917,Maya,Rai,8,80000,58,2005-03-30,Bhavesh,1965-05-18
918,Vhen,Chu,9,90000,59,2005-02-28,Sneha,1964-06-19
919,Barbara,Johnson,10,100000,60,2005-01-29,Himanshu,1963-07-20
920,Dana,deo,1,10000,21,2023-07-01,Aayan,2002-08-21
921,Dory,Luis,2,20000,22,2023-07-01,Arya,2001-09-22
922,Donald,Cheng,3,30000,23,2023-07-01,Biman,2000-10-23
923,Danial,Hu,4,40000,24,2023-07-01,Shreya,1999-11-24
924,Emma,Darlin,5,50000,25,2023-07-01,Mohammad,1998-01-25
925,Ryan,Pete,6,60000,26,2023-07-01,Priyanka,1997-01-26
926,Rony,Chemjhong,7,70000,27,2023-07-01,Manoj,1996-02-27
927,Maya,Rai,8,80000,28,2023-07-01,Bhavesh,1995-03-28
928,Vhen,Chu,9,90000,29,2023-07-01,Sneha,1994-04-29
929,Barbara,Johnson,10,100000,30,2023-07-01,Himanshu,1993-05-30
930,Dana,deo,1,10000,31,2023-07-01,Aayan,1992-06-01
931,Dory,Luis,2,20000,32,2023-07-01,Arya,1991-07-01
932,Donald,Cheng,3,30000,33,2023-07-01,Biman,1990-08-02
933,Danial,Hu,4,40000,34,2023-07-01,Shreya,1989-09-03
934,Emma,Darlin,5,50000,35,2023-07-01,Mohammad,1988-10-04
935,Ryan,Pete,6,60000,36,2023-07-01,Priyanka,1987-11-05
936,Rony,Chemjhong,7,70000,37,2023-07-01,Manoj,1986-01-06
937,Maya,Rai,8,80000,38,2023-07-01,Bhavesh,1985-01-07
938,Vhen,Chu,9,90000,39,2023-07-01,Sneha,1984-02-08
939,Barbara,Johnson,10,100000,40,2023-07-01,Himanshu,1983-03-09
940,Dana,deo,1,10000,41,2003-05-10,Aayan,1982-04-10
941,Dory,Luis,2,20000,42,2003-04-10,Arya,1981-05-11
942,Donald,Cheng,3,30000,43,2003-03-11,Biman,1980-06-12
943,Danial,Hu,4,40000,44,2003-02-09,Shreya,1979-07-13
944,Emma,Darlin,5,50000,45,2003-01-10,Mohammad,1978-08-14
945,Ryan,Pete,6,60000,46,2002-12-11,Priyanka,1977-09-15
946,Rony,Chemjhong,7,70000,47,2002-11-11,Manoj,1976-10-16
947,Maya,Rai,8,80000,48,2002-10-12,Bhavesh,1975-11-17
948,Vhen,Chu,9,90000,49,2002-09-12,Sneha,1974-01-18
949,Barbara,Johnson,10,100000,50,2002-08-13,Himanshu,1973-01-19
950,Dana,deo,1,10000,51,2002-07-14,Aayan,1972-02-20
951,Dory,Luis,2,20000,52,2002-06-14,Arya,1971-03-21
952,Donald,Cheng,3,30000,53,2002-05-15,Biman,1970-04-22
953,Danial,Hu,4,40000,54,2002-04-15,Shreya,1969-05-23
954,Emma,Darlin,5,50000,55,2002-03-16,Mohammad,1968-06-24
955,Ryan,Pete,6,60000,56,2002-02-14,Priyanka,1967-07-25
956,Rony,Chemjhong,7,70000,57,2002-01-15,Manoj,1966-08-26
957,Maya,Rai,8,80000,58,2001-12-16,Bhavesh,1965-09-27
958,Vhen,Chu,9,90000,59,2001-11-16,Sneha,1964-10-28
959,Barbara,Johnson,10,100000,60,2001-10-17,Himanshu,1963-11-29
960,Dana,deo,1,10000,21,2023-07-01,Aayan,2002-01-30
961,Dory,Luis,2,20000,22,2023-07-01,Arya,2001-01-01
962,Donald,Cheng,3,30000,23,2023-07-01,Biman,2000-02-01
963,Danial,Hu,4,40000,24,2023-07-01,Shreya,1999-03-02
964,Emma,Darlin,5,50000,25,2023-07-01,Mohammad,1998-04-03
965,Ryan,Pete,6,60000,26,2023-07-01,Priyanka,1997-05-04
966,Rony,Chemjhong,7,70000,27,2023-07-01,Manoj,1996-06-05
967,Maya,Rai,8,80000,28,2023-07-01,Bhavesh,1995-07-06
968,Vhen,Chu,9,90000,29,2023-07-01,Sneha,1994-08-07
969,Barbara,Johnson,10,100000,30,2023-07-01,Himanshu,1993-09-08
970,Dana,deo,1,10000,31,2023-07-01,Aayan,1992-10-09
971,Dory,Luis,2,20000,32,2023-07-01,Arya,1991-11-10
972,Donald,Cheng,3,30000,33,2023-07-01,Biman,1990-01-11
973,Danial,Hu,4,40000,34,2023-07-01,Shreya,1989-01-12
974,Emma,Darlin,5,50000,35,2023-07-01,Mohammad,1988-02-13
975,Ryan,Pete,6,60000,36,2023-07-01,Priyanka,1987-03-14
976,Rony,Chemjhong,7,70000,37,2023-07-01,Manoj,1986-04-15
977,Maya,Rai,8,80000,38,2023-07-01,Bhavesh,1985-05-16
978,Vhen,Chu,9,90000,39,2023-07-01,Sneha,1984-06-17
979,Barbara,Johnson,10,100000,40,2023-07-01,Himanshu,1983-07-18
980,Dana,deo,1,10000,41,2023-07-01,Aayan,1982-08-19
981,Dory,Luis,2,20000,42,2023-07-01,Arya,1981-09-20
982,Donald,Cheng,3,30000,43,2023-07-01,Biman,1980-10-21
983,Danial,Hu,4,40000,44,2023-07-01,Shreya,1979-11-22
984,Emma,Darlin,5,50000,45,1999-09-28,Mohammad,1978-01-23
985,Ryan,Pete,6,60000,46,1999-08-29,Priyanka,1977-01-24
986,Rony,Chemjhong,7,70000,47,1999-07-30,Manoj,1976-02-25
987,Maya,Rai,8,80000,48,1999-06-30,Bhavesh,1975-03-26
988,Vhen,Chu,9,90000,49,1999-05-31,Sneha,1974-04-27
989,Barbara,Johnson,10,100000,50,1999-05-01,Himanshu,1973-05-28
990,Dana,deo,1,10000,51,1999-04-01,Aayan,1972-06-29
991,Dory,Luis,2,20000,52,1999-03-02,Arya,1971-07-30
992,Donald,Cheng,3,30000,53,1999-01-31,Biman,1970-08-01
993,Danial,Hu,4,40000,54,1999-01-01,Shreya,1969-09-01
994,Emma,Darlin,5,50000,55,1998-12-02,Mohammad,1968-10-02
995,Ryan,Pete,6,60000,56,1998-11-02,Priyanka,1967-11-03
996,Rony,Chemjhong,7,70000,57,1998-10-03,Manoj,1966-01-04
997,Maya,Rai,8,80000,58,1998-09-03,Bhavesh,1965-01-05
998,Vhen,Chu,9,90000,59,1998-08-04,Sneha,1964-02-06
999,Barbara,Johnson,10,100000,60,1998-07-05,Himanshu,1963-03-07
